speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
amerob,American Robin,Turdus migratorius,L17466732,"stakeout Great-tailed Grackle, Monee (2022-2024)",2025-10-24 17:51:00,5.0,41.427678,-87.7649086,True,False,False,S281175242
amerob,American Robin,Turdus migratorius,L10965027,"490 N 3850th Rd, Mendota US-IL (41.4896,-89.0710)",2025-10-25 06:56:00,1.0,41.489598,-89.071036,True,False,True,S281467857
amerob,American Robin,Turdus migratorius,L18543047,Andrews Farm (private),2025-10-25 07:00:00,15.0,41.437069,-89.686246,True,False,True,S281358405
amerob,American Robin,Turdus migratorius,L11892683,"11096 Knoles Rd, Petersburg US-IL 39.92007, -89.81644",2025-10-25 07:03:00,2.0,39.920067,-89.816444,True,False,True,S281222574
amerob,American Robin,Turdus migratorius,L54435206,"Tinley Creek Woods, Orland Park US-IL 41.61720, -87.79971",2025-10-25 07:14:00,5.0,41.617202,-87.799708,True,False,True,S281251111
amerob,American Robin,Turdus migratorius,L12739579,Oakwood Bottoms--Turkey Bayou & Campground,2025-10-25 07:16:00,7.0,37.6742977,-89.4128634,True,False,False,S281242391
amerob,American Robin,Turdus migratorius,L28949675,Andre's Yard,2025-10-25 07:20:00,1.0,42.0367541,-87.7198578,True,False,True,S281223115
amerob,American Robin,Turdus migratorius,L18917209,Lyman Woods Nature Center,2025-10-25 07:30:00,30.0,41.830651,-88.007988,True,False,True,S281260351
amerob,American Robin,Turdus migratorius,L152723,Sterne's Woods Nature Preserve,2025-10-25 07:40:00,,42.2618749,-88.3069038,True,False,False,S281271064
amerob,American Robin,Turdus migratorius,L28250255,"Russell Road E, Lake Co",2025-10-25 07:45:00,1.0,42.4871461,-87.9293275,True,False,True,S282861074
amerob,American Robin,Turdus migratorius,L47524939,Riverwood,2025-10-25 07:45:00,1.0,42.1493998,-88.2812966,True,False,True,S281228172
amerob,American Robin,Turdus migratorius,L1964144,CL Mohler Yard,2025-10-25 07:47:00,4.0,42.2403494,-88.3721405,True,False,True,S281230398
amerob,American Robin,Turdus migratorius,L339244,Loyola University area,2025-10-25 07:50:00,1.0,41.9986827,-87.6559854,True,False,False,S281231356
amerob,American Robin,Turdus migratorius,L6638316,DoubleTree Hotel,2025-10-25 07:55:00,2.0,42.054032,-87.744863,True,False,True,S281228366
amerob,American Robin,Turdus migratorius,L24640347,Starved Rock State Park--Lover's Leap Overlook,2025-10-25 08:07:00,5.0,41.320546,-88.9879091,True,False,False,S281290362
amerob,American Robin,Turdus migratorius,L26574494,Canyon Run Home,2025-10-25 08:11:00,5.0,41.735608,-88.100969,True,False,True,S281230461
amerob,American Robin,Turdus migratorius,L2889912,Spencer Conservation Area,2025-10-25 08:34:00,5.0,42.2597469,-88.8681507,True,False,False,S281286227
amerob,American Robin,Turdus migratorius,L8071234,Virgil Gilman Nature Trail,2025-10-25 08:40:00,21.0,41.7668678,-88.3974548,True,False,True,S281280842
amerob,American Robin,Turdus migratorius,L43058124,Adkins Golf Course,2025-10-25 08:45:00,40.0,40.0891084,-88.1710184,True,False,True,S281333958
amerob,American Robin,Turdus migratorius,L2356545,Bartel Land and Water Reserve,2025-10-25 08:45:00,1.0,38.7499544,-88.8579798,True,False,False,S281345255
amerob,American Robin,Turdus migratorius,L7374715,The Pond,2025-10-25 08:55:00,8.0,39.3174996,-89.7456086,True,False,True,S281263088
amerob,American Robin,Turdus migratorius,L12715059,Skokie Lagoons Forest Preserve--North Island,2025-10-25 08:56:00,20.0,42.130504,-87.7812076,True,False,False,S281321459
amerob,American Robin,Turdus migratorius,L43265190,"15101 Orchard Trail, Lemont US-IL 41.65244, -87.98807",2025-10-25 08:59:00,1.0,41.652442,-87.988069,True,False,True,S281259183
amerob,American Robin,Turdus migratorius,L43347473,Neighborhood Parks,2025-10-25 09:03:00,9.0,42.1853293,-88.0623226,True,False,True,S281263303
amerob,American Robin,Turdus migratorius,L54456363,"717 East Ave, Park Ridge US-IL 42.02099, -87.82093",2025-10-25 09:05:00,2.0,42.020991,-87.820926,True,False,True,S281341168
amerob,American Robin,Turdus migratorius,L31100755,Salt Creek Bridge,2025-10-25 09:06:00,3.0,41.827802,-87.907406,True,False,True,S281270789
amerob,American Robin,Turdus migratorius,L582707,LaRue-Pine Hills Ecological Area,2025-10-25 09:15:00,,37.5626093,-89.4411564,True,False,False,S281366470
amerob,American Robin,Turdus migratorius,L1217643,Richard Young & Lyon Forest Preserve,2025-10-25 09:16:00,29.0,41.6406396,-88.4131837,True,False,False,S281271441
amerob,American Robin,Turdus migratorius,L29746833,"McDonald Woods, Lindenhurst US-IL 42.41501, -88.01569",2025-10-25 09:25:00,6.0,42.415007,-88.015691,True,False,True,S281353900
amerob,American Robin,Turdus migratorius,L30443771,"Rando and Meagan's Real House O' Magic, Carbondale, Illinois, US",2025-10-25 09:28:00,4.0,37.6695197,-89.258188,True,False,True,S281294051
amerob,American Robin,Turdus migratorius,L1343299,Black Hawk Forest Nature Preserve,2025-10-25 09:37:00,25.0,41.4673947,-90.5714722,True,False,False,S281269804
amerob,American Robin,Turdus migratorius,L48831961,"Busse Woods, Rolling Meadows Grove 31",2025-10-25 09:46:00,1.0,42.033955,-88.015052,True,False,True,S281285414
amerob,American Robin,Turdus migratorius,L33870954,Kankakee River SP--Island View,2025-10-25 09:47:00,5.0,41.1900775,-87.9643144,True,False,False,S281257217
amerob,American Robin,Turdus migratorius,L18095240,Boone Creek Overlook,2025-10-25 09:50:00,3.0,42.342293,-88.3727,True,False,True,S281313953
amerob,American Robin,Turdus migratorius,L5996516,SW of Charleston (CR 500N),2025-10-25 09:55:00,3.0,39.4480904,-88.2226688,True,False,True,S281308462
amerob,American Robin,Turdus migratorius,L53326210,"305 Hazelwood Drive, Lindenhurst, Illinois, US (42.421, -88.04)",2025-10-25 10:02:00,1.0,42.4213689,-88.0404763,True,False,True,S281268086
amerob,American Robin,Turdus migratorius,L152734,Sedge Meadow Forest Preserve (Wadsworth Wetlands),2025-10-25 10:03:00,8.0,42.4251,-87.9329,True,False,False,S281325937
amerob,American Robin,Turdus migratorius,L1520022,Hidden Creek Nature Sanctuary,2025-10-25 10:09:00,1.0,40.5171031,-88.9857914,True,False,False,S281272673
amerob,American Robin,Turdus migratorius,L9652556,"1118 Washington Street, Pecatonica, Illinois, US (42.306, -89.358)",2025-10-25 10:14:00,2.0,42.3055509,-89.3575895,True,False,True,S281264475
amerob,American Robin,Turdus migratorius,L2922042,Kankakee River State Park (Kankakee Co.),2025-10-25 10:22:00,3.0,41.2044033,-87.9828644,True,False,False,S281269332
amerob,American Robin,Turdus migratorius,L2417791,Southwest of Charleston,2025-10-25 10:26:00,3.0,39.4515374,-88.2322097,True,False,True,S281309039
amerob,American Robin,Turdus migratorius,L416432,"Ewing Park, Bloomington",2025-10-25 10:30:00,150.0,40.496438,-88.968417,True,False,False,S281294239
amerob,American Robin,Turdus migratorius,L1781868,DuPage Technology Park,2025-10-25 10:33:00,2.0,41.8742918,-88.250276,True,False,False,S281272625
amerob,American Robin,Turdus migratorius,L3299638,Borrows Pits,2025-10-25 10:38:00,2.0,38.6607831,-90.1228023,True,False,False,S281270618
amerob,American Robin,Turdus migratorius,L340501,Banner Marsh FWA-- East Access (Peoria Co.),2025-10-25 10:39:00,1.0,40.5465358,-89.836145,True,False,False,S281304250
amerob,American Robin,Turdus migratorius,L54460986,"N 19th Ave & Irving Rd to 1/2 mile west, Rountree Twp",2025-10-25 10:40:00,2.0,39.2758475,-89.4060173,True,False,True,S281362657
amerob,American Robin,Turdus migratorius,L1819244,Prairie Bluff Preserve,2025-10-25 10:50:00,2.0,41.5893846,-88.1023693,True,False,False,S281287178
amerob,American Robin,Turdus migratorius,L1749417,Lake Decatur--Sportsman's Park,2025-10-25 10:50:00,5.0,39.8027413,-88.8998188,True,False,False,S281365251
amerob,American Robin,Turdus migratorius,L2772362,Glacial Park CA--Powers-Walker House/Lost Lake,2025-10-25 10:52:00,45.0,42.4262905,-88.3170586,True,False,False,S281292959
amerob,American Robin,Turdus migratorius,L54441030,Blanding Rd,2025-10-25 10:52:00,60.0,42.267199,-90.375779,True,False,True,S281278054
amerob,American Robin,Turdus migratorius,L1783805,Pecatonica Wetlands Forest Preserve,2025-10-25 10:59:00,22.0,42.3280306,-89.3745536,True,False,False,S281284775
amerob,American Robin,Turdus migratorius,L11525256,"62675, Petersburg US-IL 39.92376, -89.81603",2025-10-25 11:04:00,1.0,39.923757,-89.816028,True,False,True,S281274464
amerob,American Robin,Turdus migratorius,L10034507,"Pics Road, Waggoner, Illinois, US (39.347, -89.732)",2025-10-25 11:04:00,2.0,39.3469106,-89.7320656,True,False,True,S281289233
amerob,American Robin,Turdus migratorius,L12273542,"62675, Petersburg US-IL 39.92422, -89.81606",2025-10-25 11:07:00,1.0,39.924218,-89.816063,True,False,True,S281275556
amerob,American Robin,Turdus migratorius,L9387935,Little Rock Creek Forest Preserve,2025-10-25 11:13:00,3.0,41.6327936,-88.5490255,True,False,False,S281293434
amerob,American Robin,Turdus migratorius,L6992160,Fabyan Forest Preserve--Japanese Gardens,2025-10-25 11:20:00,10.0,41.8703378,-88.3117291,True,False,False,S281357357
amerob,American Robin,Turdus migratorius,L8852650,"62675, Petersburg US-IL (39.9202,-89.8170)",2025-10-25 11:24:00,1.0,39.920208,-89.817028,True,False,True,S281279600
amerob,American Robin,Turdus migratorius,L23429414,Clark Park 1,2025-10-25 11:27:00,15.0,40.1064567,-88.2624559,True,False,True,S281372121
amerob,American Robin,Turdus migratorius,L21290576,Hitchings Homeplace,2025-10-25 11:33:00,5.0,39.9540595,-89.5363651,True,False,True,S281301896
amerob,American Robin,Turdus migratorius,L18135253,Windrose Walk,2025-10-25 11:56:00,75.0,41.189826,-87.960998,True,False,True,S281288482
amerob,American Robin,Turdus migratorius,L16497459,"2911 N Washtenaw Ave, Chicago US-IL 41.93429, -87.69497",2025-10-25 12:00:00,1.0,41.934287,-87.694968,True,False,True,S281304320
amerob,American Robin,Turdus migratorius,L38942044,Botanic Garden,2025-10-25 12:07:00,8.0,42.144286,-87.787566,True,False,True,S281313866
amerob,American Robin,Turdus migratorius,L54444107,"2709 Brassie Ave, Flossmoor US-IL 41.53263, -87.68237",2025-10-25 12:16:00,1.0,41.532625,-87.682365,True,False,True,S281290975
amerob,American Robin,Turdus migratorius,L51934378,Comlara Park — White Pines Access Trail,2025-10-25 12:17:00,1.0,40.6350419,-89.0435298,True,False,True,S281291664
amerob,American Robin,Turdus migratorius,L6811143,Roland Olson Forest Preserve,2025-10-25 12:19:00,4.0,42.4016473,-88.9586753,True,False,False,S281294064
amerob,American Robin,Turdus migratorius,L31614492,Grey Fox jewel,2025-10-25 12:23:00,1.0,40.453286,-89.029322,True,False,True,S281298669
amerob,American Robin,Turdus migratorius,L11602866,Trumpet Rd. Marsh,2025-10-25 12:30:00,2.0,42.4901925,-87.8950071,True,False,False,S281305396
amerob,American Robin,Turdus migratorius,L54446043,Sinnissippi,2025-10-25 12:41:00,1.0,41.9763073,-89.3287155,True,False,True,S281298896
amerob,American Robin,Turdus migratorius,L40798406,"1308 W Acres Rd, Joliet US-IL 41.53099, -88.11459",2025-10-25 12:49:00,5.0,41.530995,-88.114592,True,False,True,S281302641
amerob,American Robin,Turdus migratorius,L50835357,Afton FP--south ponds,2025-10-25 12:52:00,3.0,41.8238811,-88.7317152,True,False,False,S281371409
amerob,American Robin,Turdus migratorius,L12826970,Giant City SP--Post Oak Nature Trail,2025-10-25 13:00:00,1.0,37.598125,-89.189478,True,False,False,S281327452
amerob,American Robin,Turdus migratorius,L54447363,"7550 Lock Road, Morris, Illinois, US (41.397, -88.287)",2025-10-25 13:08:00,17.0,41.3965028,-88.2874343,True,False,True,S281304577
amerob,American Robin,Turdus migratorius,L21579992,magnolia,2025-10-25 13:15:00,1.0,42.200646,-88.356043,True,False,True,S281305576
amerob,American Robin,Turdus migratorius,L2362904,"Oak Ridge Cemetery, Springfield",2025-10-25 13:15:00,12.0,39.823618,-89.6579647,True,False,False,S281332537
amerob,American Robin,Turdus migratorius,L4384752,Forest Glen Woods Forest Preserve,2025-10-25 13:32:00,200.0,41.9827261,-87.755549,True,False,False,S281325916
amerob,American Robin,Turdus migratorius,L54483744,"Oakwood Memorial Cemetery, La Salle",2025-10-25 13:35:00,8.0,41.3392654,-89.0782428,True,False,True,S281470715
amerob,American Robin,Turdus migratorius,L54449165,Upper Mississippi NWR — Fin and Feather Campground,2025-10-25 13:46:00,1.0,42.022677,-90.120413,True,False,True,S281312058
amerob,American Robin,Turdus migratorius,L7068302,Joes Pond,2025-10-25 13:48:00,1.0,41.7025455,-87.8755393,True,False,False,S281308905
amerob,American Robin,Turdus migratorius,L152604,Beck Lake Forest Preserve,2025-10-25 13:53:00,6.0,42.0721,-87.8743,True,False,False,S281334189
amerob,American Robin,Turdus migratorius,L5810751,UU Woods (restricted access),2025-10-25 13:58:00,28.0,40.7283821,-89.6409928,True,False,False,S281350996
amerob,American Robin,Turdus migratorius,L13855554,Citizen's Park,2025-10-25 14:10:00,6.0,42.1643442,-88.1234075,True,False,True,S281438464
amerob,American Robin,Turdus migratorius,L54673656,"Wadsworth, Illinois, US (42.479, -87.934)",2025-10-25 14:19:00,3.0,42.4786167,-87.933526,True,False,True,S282379690
amerob,American Robin,Turdus migratorius,L31699565,Loyola University Retreat and Ecology Campus (private access),2025-10-25 14:23:00,1.0,42.288908,-88.3691326,True,False,False,S281325059
amerob,American Robin,Turdus migratorius,L47612914,"Walnut Point State Park Lake, Oakland US-IL 39.69743, -88.03723",2025-10-25 14:55:00,10.0,39.697426,-88.037226,True,False,True,S281342250
amerob,American Robin,Turdus migratorius,L27012590,"Pilcher Park Nature Center, Joliet US-IL 41.52899, -88.00701",2025-10-25 15:20:00,10.0,41.528988,-88.00701,True,False,True,S281335907
amerob,American Robin,Turdus migratorius,L2624165,6055 Safford Road,2025-10-25 15:30:00,175.0,42.3055626,-89.1557908,True,False,True,S281491721
amerob,American Robin,Turdus migratorius,L1262839,Ridott Oxbows,2025-10-25 15:51:00,1.0,42.3081016,-89.475317,True,False,False,S281332072
amerob,American Robin,Turdus migratorius,L304667,"Mattis Lake, Champaign",2025-10-25 16:01:00,1.0,40.0875349,-88.2516479,True,False,False,S281337748
amerob,American Robin,Turdus migratorius,L49546327,"Lake Santa Fe in Metamora, Illinois",2025-10-25 16:10:00,8.0,40.7957635,-89.4719149,True,False,True,S281951313
amerob,American Robin,Turdus migratorius,L10132471,"7554 Illinois 54, Riverton, Illinois, US (39.877, -89.51)",2025-10-25 16:39:00,2.0,39.8772525,-89.5099786,True,False,True,S281341218
amerob,American Robin,Turdus migratorius,L26747546,The Linc,2025-10-25 16:44:00,40.0,40.127923,-88.22283,True,False,True,S281339976
amerob,American Robin,Turdus migratorius,L54461711,Shorewood Dr,2025-10-25 16:56:00,6.0,42.412927,-90.344822,True,False,True,S281365488
amerob,American Robin,Turdus migratorius,L54527533,W Chautauqua St,2025-10-25 16:57:00,7.0,37.7156629,-89.2347569,True,False,True,S281673247
amerob,American Robin,Turdus migratorius,L15794886,"4523 Butterfield Rd, Hillside US-IL 41.87887, -87.89629",2025-10-25 17:11:00,4.0,41.878871,-87.896288,True,False,True,S281343771
amerob,American Robin,Turdus migratorius,L8940748,Fox Mill - Sandburg/Fox Mill,2025-10-25 17:20:00,15.0,41.9335259,-88.3898374,True,False,True,S281347934
amerob,American Robin,Turdus migratorius,L29635648,Ian S- Green Birding,2025-10-25 17:25:00,14.0,41.617044,-87.786404,True,False,True,S281347720
amerob,American Robin,Turdus migratorius,L46842287,Pheasant Landing,2025-10-25 17:37:00,3.0,41.548418,-88.192441,True,False,True,S281347879
amerob,American Robin,Turdus migratorius,L20134090,Backyard Lisle,2025-10-26 00:00:00,8.0,41.808382,-88.0932725,True,False,True,S282085674
amerob,American Robin,Turdus migratorius,L152616,Chain-o-Lakes State Park,2025-10-26 07:00:00,10.0,42.4623,-88.1886,True,False,False,S281665461
amerob,American Robin,Turdus migratorius,L1440099,Glenwood Woods Forest Preserve,2025-10-26 07:02:00,220.0,41.5379828,-87.6186275,True,False,False,S281552849
amerob,American Robin,Turdus migratorius,L54851989,"IL 173 W, McHenry Co",2025-10-26 07:07:00,1.0,42.4801579,-88.2803444,True,False,True,S283191841
amerob,American Robin,Turdus migratorius,L53966687,Betty Russell Community Park,2025-10-26 07:13:00,13.0,42.385034,-87.934401,True,False,False,S281421295
amerob,American Robin,Turdus migratorius,L2165298,Seward Bluffs Forest Preserve,2025-10-26 07:14:00,60.0,42.280611,-89.3748093,True,False,False,S281513164
amerob,American Robin,Turdus migratorius,L2325564,"Walmart Retention Ponds, Johnsburg",2025-10-26 07:23:00,4.0,42.3705775,-88.2730007,True,False,False,S281438429
amerob,American Robin,Turdus migratorius,L41873849,Montrose Sanctuary,2025-10-26 07:33:00,3.0,41.963452,-87.634056,True,False,True,S281441871
amerob,American Robin,Turdus migratorius,L3457682,Nipper Wildlife Sanctuary,2025-10-26 07:34:00,11.0,39.6488812,-89.8256832,True,False,False,S281476268
amerob,American Robin,Turdus migratorius,L24292731,"Carpenter Park, Springfield",2025-10-26 07:38:00,30.0,39.8714069,-89.6185875,True,False,False,S281485436
amerob,American Robin,Turdus migratorius,L17924648,3000N Rivard Dr.,2025-10-26 07:40:00,1.0,41.1628589,-87.8351475,True,False,True,S281677049
amerob,American Robin,Turdus migratorius,L6346315,Kinkaid Lake--Spillway Road,2025-10-26 07:42:00,2.0,37.7661689,-89.4504261,True,False,False,S281467746
amerob,American Robin,Turdus migratorius,L14704688,Arlington Heights,2025-10-26 07:46:00,1.0,42.058778,-87.998711,True,False,True,S281437746
amerob,American Robin,Turdus migratorius,L1185043,Kinnikinnick Creek Conservation Area,2025-10-26 07:55:00,60.0,42.4159798,-88.9249706,True,False,False,S283193507
amerob,American Robin,Turdus migratorius,L30837911,"Tamarack Farms, Richmond (Restricted)",2025-10-26 07:55:00,15.0,42.4650262,-88.3162181,True,False,True,S281782104
amerob,American Robin,Turdus migratorius,L152717,Songbird Slough Forest Preserve,2025-10-26 08:00:00,4.0,41.9578,-88.0105,True,False,False,S281478725
amerob,American Robin,Turdus migratorius,L3875680,US-IL-Tallula-10901-10999 Knoles Rd - 39.9198x-89.8162,2025-10-26 08:00:00,1.0,39.919752,-89.81616,True,False,True,S281438433
amerob,American Robin,Turdus migratorius,L37779473,Parents House,2025-10-26 08:04:00,10.0,39.77937,-89.576086,True,False,True,S281483004
amerob,American Robin,Turdus migratorius,L1568862,Rollins Savanna Forest Preserve,2025-10-26 08:07:00,25.0,42.3702879,-88.028536,True,False,False,S281481458
amerob,American Robin,Turdus migratorius,L42203506,"4900–4940 W Windsor Rd, Champaign US-IL 40.08454, -88.32609",2025-10-26 08:08:00,2.0,40.084542,-88.326094,True,False,True,S281444035
amerob,American Robin,Turdus migratorius,L40679392,Home,2025-10-26 08:09:00,4.0,40.767694,-89.450184,True,False,True,S281461567
amerob,American Robin,Turdus migratorius,L54366221,"Ingalton Avenue and National, West Chicago, Il",2025-10-26 08:17:00,1.0,41.8928395,-88.1983301,True,False,True,S281559314
amerob,American Robin,Turdus migratorius,L22115552,Home,2025-10-26 08:25:00,1.0,42.2494067,-88.834969,True,False,True,S281541911
amerob,American Robin,Turdus migratorius,L47384967,Schuth's Grove Forest Preserve,2025-10-26 08:25:00,33.0,41.8507093,-87.8245489,True,False,False,S281575155
amerob,American Robin,Turdus migratorius,L2897983,Deer Grove Forest Preserve--West,2025-10-26 08:25:00,1.0,42.1436958,-88.077874,True,False,False,S281728257
amerob,American Robin,Turdus migratorius,L4017341,"US-IL-Tallula-10901-10999 Knoles Rd - 39.9201x-89.8163 - Nov 20, 2015, 15:13",2025-10-26 08:27:00,1.0,39.920074,-89.816273,True,False,True,S281443459
amerob,American Robin,Turdus migratorius,L54483245,"Humboldt Park, Chicago US-IL 41.90586, -87.69938",2025-10-26 08:29:00,1.0,41.905858,-87.699379,True,False,True,S281466961
amerob,American Robin,Turdus migratorius,L3596231,"Centennial Park, Swansea",2025-10-26 08:31:00,5.0,38.534101,-89.9746478,True,False,False,S281457787
amerob,American Robin,Turdus migratorius,L2241140,Crawford Rd.,2025-10-26 08:41:00,1.0,42.4376472,-87.9918194,True,False,False,S281444871
amerob,American Robin,Turdus migratorius,L20141237,my yard,2025-10-26 08:44:00,1.0,40.4717074,-88.940431,True,False,True,S281443291
amerob,American Robin,Turdus migratorius,L1073019,Marquette Park,2025-10-26 08:44:00,2.0,41.7697753,-87.700789,True,False,False,S281484333
amerob,American Robin,Turdus migratorius,L152601,Arrowhead Lake Forest Preserve,2025-10-26 08:44:00,14.0,41.6497,-87.7932,True,False,False,S281565662
amerob,American Robin,Turdus migratorius,L45029504,Work,2025-10-26 08:53:00,5.0,42.341039,-88.08282,True,False,True,S281449022
amerob,American Robin,Turdus migratorius,L53616570,Breezy Hill,2025-10-26 08:56:00,1.0,37.929479,-88.888543,True,False,True,S281447298
amerob,American Robin,Turdus migratorius,L7629740,Westchester Woods,2025-10-26 09:10:00,82.0,41.8475398,-87.871165,True,False,False,S281575580
amerob,American Robin,Turdus migratorius,L21647802,Sunken Gardens Park,2025-10-26 09:13:00,8.0,41.9633186,-87.6949879,True,False,False,S281453189
amerob,American Robin,Turdus migratorius,L28890921,Long Lane Rd. Grasslands and Pond (Gallatin Co.),2025-10-26 09:14:00,1.0,37.7542196,-88.3688181,True,False,False,S281466813
amerob,American Robin,Turdus migratorius,L306932,Collinson Ecological Preserve (restricted access),2025-10-26 09:15:00,25.0,41.4390348,-90.554316,True,False,False,S281662100
amerob,American Robin,Turdus migratorius,L24038891,Veterans Woods Forest Preserve,2025-10-26 09:18:00,7.0,41.6705832,-88.0614864,True,False,False,S281456864
amerob,American Robin,Turdus migratorius,L27810869,Edgewater - Rosemont/Broadway,2025-10-26 09:20:00,1.0,41.9963577,-87.660463,True,False,True,S281454143
amerob,American Robin,Turdus migratorius,L6485397,Chautauqua Bottoms Nature Preserve,2025-10-26 09:20:00,100.0,37.7176854,-89.244468,True,False,False,S281465918
amerob,American Robin,Turdus migratorius,L13307454,CH home Greenland Ave. Orland Park,2025-10-26 09:23:00,1.0,41.6296694,-87.8684561,True,False,True,S281455071
amerob,American Robin,Turdus migratorius,L54480994,"A10 Long Bay Point Dr, Galena US-IL 42.40232, -90.34230",2025-10-26 09:31:00,1.0,42.402319,-90.342303,True,False,True,S281456842
amerob,American Robin,Turdus migratorius,L41589022,"River Bend Forest Preserve, Mahomet US-IL 40.17950, -88.43299",2025-10-26 09:32:00,4.0,40.179502,-88.432992,True,False,True,S281463509
amerob,American Robin,Turdus migratorius,L21887378,"Neighborhood Geneva, Illinois, US (41, -88.)",2025-10-26 09:36:00,12.0,41.8761672,-88.3497274,True,False,True,S281456869
amerob,American Robin,Turdus migratorius,L7652964,Allerton Park--Lost Garden Trail,2025-10-26 09:40:00,5.0,39.9853411,-88.6502266,True,False,False,S281481290
amerob,American Robin,Turdus migratorius,L9396416,Algonquin yard,2025-10-26 09:53:00,3.0,42.161452,-88.300658,True,False,True,S281475450
amerob,American Robin,Turdus migratorius,L44417780,Schafer Park,2025-10-26 10:02:00,1.0,41.732915,-87.541603,True,False,False,S281476310
amerob,American Robin,Turdus migratorius,L5294725,Kaskaskia River SFWA--Baldwin Lake (St. Clair Co.),2025-10-26 10:02:00,8.0,38.2270962,-89.8653316,True,False,False,S281707331
amerob,American Robin,Turdus migratorius,L4732071,Messenger Marsh,2025-10-26 10:07:00,4.0,41.5948212,-87.9179943,True,False,False,S281481915
amerob,American Robin,Turdus migratorius,L14918186,Midlane country club,2025-10-26 10:46:00,3.0,42.4129857,-87.9152477,True,False,True,S281575444
amerob,American Robin,Turdus migratorius,L2287676,Skokie Lagoons Forest Preserve--Forestway Dr.,2025-10-26 10:47:00,1.0,42.1100892,-87.7625388,True,False,False,S281937708
amerob,American Robin,Turdus migratorius,L52039076,Hammel Woods--Hidden Shelter,2025-10-26 10:47:00,5.0,41.5297446,-88.1954701,True,False,True,S281493463
amerob,American Robin,Turdus migratorius,L7155817,Monee Rd RR track Marsh,2025-10-26 10:50:00,3.0,41.428075,-87.636361,True,False,True,S281575638
amerob,American Robin,Turdus migratorius,L16845597,Veteran's Memorial Park,2025-10-26 10:59:00,1.0,41.3012501,-88.1447391,True,False,True,S281683362
amerob,American Robin,Turdus migratorius,L719639,Hennepin Canal Parkway State Park,2025-10-26 11:03:00,20.0,41.3800932,-89.6925545,True,False,False,S281501440
amerob,American Robin,Turdus migratorius,L1399503,Black Walnut Creek Preserve,2025-10-26 11:04:00,2.0,41.4219182,-87.6672689,True,False,False,S281581152
amerob,American Robin,Turdus migratorius,L27809496,Edgewater - Glenlake/Glenwood,2025-10-26 11:07:00,1.0,41.9926579,-87.665216,True,False,True,S281480756
amerob,American Robin,Turdus migratorius,L44422793,Bessemer Park,2025-10-26 11:08:00,30.0,41.7322841,-87.5572902,True,False,False,S281482705
amerob,American Robin,Turdus migratorius,L5056463,O. O. Stimes Memorial Park,2025-10-26 11:38:00,40.0,42.3695884,-88.7216228,True,False,False,S281501182
amerob,American Robin,Turdus migratorius,L6380768,"Petersburg, IL  62675, Petersburg US-IL (39.9213,-89.8184)",2025-10-26 11:50:00,1.0,39.921289,-89.818435,True,False,True,S281490288
amerob,American Robin,Turdus migratorius,L17889426,Williamsville Lake Park,2025-10-26 11:58:00,2.0,39.9520892,-89.5292187,True,False,False,S281525841
amerob,American Robin,Turdus migratorius,L37206695,South Kings Rd.,2025-10-26 12:25:00,5.0,41.429499,-87.661395,True,False,False,S281581187
